Time,M0 - SGy103-10 - 0%,M1 - SGy103-16 - 0%,M2 - SGy103-10 - 1%,M3 - SGy103-16 - 1%,M4 - SGy103-10 - 10%,M5 - SGy103-16 - 10%,M6 - SGy103-10 - 100%,M7 - SGy103-16 - 100%
6.144302778,0.16965162,0.13177433,0.17664399,0.216196585,0.184438889,0.246091451,0.158834946,-0.011206982
6.172113889,0.117016183,0.107115386,0.16579325,0.215972935,0.189525008,0.18395404,0.080680452,-0.074111478
6.199911111,0.136455314,0.150282923,0.170129203,0.221787787,0.198096967,0.310682496,0.06251205,-0.003034817
6.227722222,0.147178797,0.109048836,0.175534921,0.219933215,0.204356264,0.300494297,0.078350629,-0.010206169
6.255530556,0.155182504,0.129276921,0.18134406,0.223019558,0.179500452,0.250324505,0.083801089,-0.018180706
6.283338889,0.136154355,0.143201219,0.177587762,0.219678654,0.202617849,0.234758267,0.109366164,-0.050203808
6.311141667,0.154300603,0.13534002,0.178985798,0.222917023,0.181776208,0.215042751,0.043296274,-0.054073942
6.338955556,0.138806441,0.13273952,0.185526376,0.224811808,0.199486159,0.242904247,0.092287853,-0.01825859
6.366766667,0.164706081,0.170276954,0.178058222,0.227395319,0.199684337,0.260971218,0.077427682,-0.03807261
6.394572222,0.124122263,0.173955496,0.185737772,0.224639449,0.220720516,0.239137405,0.077981032,0.02357656
6.422380556,0.134415738,0.169248289,0.189647067,0.226566923,0.198704149,0.260173989,0.026712503,-0.098812546
6.450191667,0.13046709,0.15727049,0.189256897,0.222553221,0.196196853,0.256141482,0.010974313,-0.023507868
6.477986111,0.145900054,0.145314442,0.189324605,0.228291486,0.206781236,0.270005866,0.070386544,-0.055917568
6.505786111,0.159607628,0.145554865,0.186632097,0.232150553,0.206000997,0.23828209,0.105607424,-0.049651284
